Learner,Recall(Sick),Recall(weighted),F1(Sick),F1(weighted),MCC,Precision(Sick),AUC,CA
"GBClassifier(learning_rate=0.05, n_estimators=50, min_samples_split=10, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9149502840909091,0.8631612696377043,0.9061813066033588,0.8620506149647399,0.6539529127001632,0.8975788190210765,0.9394306997911462,0.8631612696377043
"GBClassifier(n_estimators=50, subsample=0.8, min_samples_split=5, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9026100852272727,0.8499519076627124,0.8967980947340566,0.8491487673019308,0.6222359466829464,0.8910604732690622,0.9137735653277902,0.8499519076627124
"GBClassifier(n_estimators=50, min_samples_split=5, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9084694602272727,0.8487335684514268,0.8966484118291347,0.8470323480708912,0.6155422184911636,0.8851310440273332,0.9135195496165329,0.8487335684514268
"GBClassifier(n_estimators=50, subsample=0.8, min_samples_split=10, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9026100852272727,0.8499519076627124,0.8967980947340566,0.8491487673019308,0.6222359466829464,0.8910604732690622,0.9137735653277902,0.8499519076627124
"GBClassifier(n_estimators=50, min_samples_split=10, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9084694602272727,0.8487335684514268,0.8966484118291347,0.8470323480708912,0.6155422184911636,0.8851310440273332,0.9135195496165329,0.8487335684514268
"GBClassifier(n_estimators=50, subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9176136363636364,0.8650849631292081,0.9076220583069898,0.8638311956459552,0.6582085507217009,0.8978457261987491,0.9374607968812314,0.8650849631292081
"GBClassifier(n_estimators=50, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9159268465909091,0.8648925937800577,0.907347961831054,0.8638222903838142,0.6584436066021536,0.8989282913653394,0.9380379795304988,0.8648925937800577
"GBClassifier(n_estimators=50, subsample=0.8, min_samples_split=10, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9176136363636364,0.8650849631292081,0.9076220583069898,0.8638311956459552,0.6582085507217009,0.8978457261987491,0.9374607968812314,0.8650849631292081
"GBClassifier(n_estimators=50, min_samples_split=10, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9159268465909091,0.8648925937800577,0.907347961831054,0.8638222903838142,0.6584436066021536,0.8989282913653394,0.9380379795304988,0.8648925937800577
"GBClassifier(n_estimators=50, subsample=0.8, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9192116477272727,0.8742545687720423,0.9134941991265605,0.8736052567335506,0.6835666278974153,0.9078474353353793,0.9488865535331963,0.8742545687720423
